product_id,warehouse_id,customer_location,customer_zipcode,Cost_to_customer,delivery_period,delivery_cost,customer_review
P0498,W111,"H.No. 07, Chad Path, Wahlong, East Khasi Hills, Megalaya, 793108, India",793108,10863.76,3,32.76,2
P0163,W093,"H.No. 56, Gulati Circle, Vegur, NELLORE, Andhra Pradesh, 524137, India",524137,14110.85,1,133.9,2
P0152,W169,"H.No. 74, Varughese Road, Tharhi Sidhhap, MADHUBANI, Bihar, 847232, India",847232,7405.75,1,93.2,4
P0373,W196,"006, Bumb Circle, Nauhara, AZAMGARH, Uttar Pradesh, 223222, India",223222,12758.58,2,52.95,3
P0243,W106,"06/21, Chanda Street, Jangle Agahi, GORAKHPUR, Uttar Pradesh, 273165, India",273165,4143.87,1,102.15,4
P0441,W141,"85/34, Sama Street, Ayanthiruvaleeswaram, TIRUNELVELI, Tamil Nadu, 627418, India",627418,360.65,0,86.51,1
P0167,W162,"870, Radhakrishnan Path, Datia Civil Line, DATIA, Madhya Pradesh, 475661, India",475661,3568.85,0,118.15,2
P0046,W107,"H.No. 173, Bala Street, Nimera, SIKAR, Rajasthan, 332722, India",332722,9168.94,3,97.43,2
P0027,W192,"299, Sarna Street, Penchara Deuli, BANKURA, West Bengal, 722150, India",722150,10224.39,1,33.27,3
P0443,W155,"43/00, Gupta, Mevad, MAHESANA, Gujarat, 384460, India",384460,10355.87,3,315.72,5
P0404,W161,"17/14, Goda Marg, Khamboli, PUNE, Maharashtra, 412115, India",412115,7010.88,3,277.69,1
P0061,W058,"H.No. 655, Panchal Ganj, Halsi, LAKHISARAI, Bihar, 811311, India",811311,5142.16,2,77.39,4
P0149,W051,"55/44, Buch, Sherpura, PANCH MAHALS, Gujarat, 389341, India",389341,8787.25,3,70.42,2
P0107,W140,"H.No. 445, Varughese Nagar, Gummadidala, SANGAREDDY, Telangana, 502313, India",502313,11520.56,1,135.8,1
P0466,W136,"74/087, Oommen Zila, Kashipuri Bhilwara S.O, BHILWARA, Rajasthan, 311001, India",311001,8980.3,2,117.16,5
P0470,W023,"H.No. 756, Tella Nagar, Gedi, KACHCHH, Gujarat, 370165, India",370165,10959.15,4,447.05,2
P0075,W191,"48, Kohli Ganj, Kavalande S.O, Mysuru, Karnataka, 571312, India",571312,3250.46,0,82.96,4
P0262,W164,"25, Yadav Nagar, Hiwara BK, AMRAVATI, Maharashtra, 444701, India",444701,7761.64,0,160.83,5
P0170,W061,"397, Date Nagar, Brahmanakoduru, Guntur, Andhra Pradesh, 522212, India",522212,1513.83,1,69.14,5
P0125,W054,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,1486.73,0,34.33,5
P0323,W039,"21/630, Bhatnagar Zila, Beraja, DEVBHOOMI DWERKA, Gujarat, 361305, India",361305,5665.45,3,231.83,1
P0391,W101,"H.No. 19, Nayar Zila, Hasur Dumala, Kolhapur, Maharashtra, 416001, India",416001,1228.18,3,22.73,1
P0331,W088,"397, Date Nagar, Brahmanakoduru, Guntur, Andhra Pradesh, 522212, India",522212,13198.33,4,219.98,4
P0055,W183,"H.No. 19, Nayar Zila, Hasur Dumala, Kolhapur, Maharashtra, 416001, India",416001,14170.87,2,58.96,2
P0102,W156,"433, Dey Ganj, Tungou, Ukhrul, Manipur, 795142, India",795142,3909.28,4,107.88,3
P0263,W057,"H.No. 19, Nayar Zila, Hasur Dumala, Kolhapur, Maharashtra, 416001, India",416001,13134.69,2,53.3,5
P0002,W144,"13/800, Dass Nagar, Thippanapalli, ANANTHAPUR, Andhra Pradesh, 515767, India",515767,2655.02,1,120.93,1
P0055,W156,"42/39, Bassi Road, Barauli Rustampur, SAMBHAL, Uttar Pradesh, 244412, India",244412,14282.71,4,147.87,4
P0497,W107,"29/644, Anand Chowk, Uttar Borbil, KARBI ANGLONG, Assam, 782481, India",782481,9598.32,2,421.97,4
P0099,W052,"28/503, Badami Path, J.Pullalacheruvu, PRAKASAM, Andhra Pradesh, 523368, India",523368,5184.09,0,58.42,3
P0199,W149,"299, Sarna Street, Penchara Deuli, BANKURA, West Bengal, 722150, India",722150,2313.37,1,125.96,5
P0289,W063,"H.No. 16, Yogi Zila, Padmanabhapuram Fort S.O, KANYAKUMARI, Tamil Nadu, 629175, India",629175,14026.3,1,97.67,1
P0320,W121,"951, Lala Zila, Vedaraplavu, ALAPPUZHA, Kerala, 690505, India",690505,15001.08,3,41.72,4
P0402,W058,"01/743, Kurian Circle, Baggavalli, CHICKMAGALUR, Karnataka, 577547, India",577547,3286.33,1,82.86,5
P0192,W138,"08, Dara Marg, Rowtara, NORTH 24 PARGANAS, West Bengal, 743234, India",743234,5025.42,3,253.6,5
P0014,W008,"47/667, Misra Circle, kodra bakhat khera, UNNAO, Uttar Pradesh, 209863, India",209863,11363.04,3,176.25,3
P0107,W120,"132, Gandhi Street, Sonamukhi S.O (North Tripura), North Tripura, Tripura, 799280, India",799280,11450.42,0,62.37,5
P0226,W100,"H.No. 52, Pandey Chowk, Pardi KH, NANDED, Maharashtra, 431810, India",431810,5238.71,1,26.62,4
P0240,W017,"H.No. 181, Sheth Path, MADHAPUR, NIZAMABAD, Telangana, 503213, India",503213,2766.22,0,152.96,4
P0014,W180,"554, Mital Path, Asnan, EAST MIDNAPORE, West Bengal, 721642, India",721642,11456.19,1,239.46,3
P0328,W131,"88/52, Dyal, Akuteegapadu, West Godavari, Andhra Pradesh, 534196, India",534196,6981.82,1,238.92,2
P0179,W028,"H.No. 808, Mital Circle, Kinthalli, VISAKHAPATNAM, Andhra Pradesh, 531027, India",531027,11419.82,1,12.11,1
P0433,W095,"H.No. 403, Tiwari Zila, Jyothinagar NTPC S.O, PEDDAPALLI, Telangana, 505215, India",505215,7471.88,1,50.29,4
P0473,W012,"96, Padmanabhan Street, Bargaon, NAGAON, Assam, 782425, India",782425,8843.0,2,290.24,5
P0466,W050,"H.No. 113, Pandya Street, Piparpati, GORAKHPUR, Uttar Pradesh, 273306, India",273306,8996.35,2,126.34,4
P0188,W169,"21/630, Bhatnagar Zila, Beraja, DEVBHOOMI DWERKA, Gujarat, 361305, India",361305,12133.54,3,323.02,5
P0122,W148,"H.No. 755, Bail Zila, Kuppandampalayam, ERODE, Tamil Nadu, 638502, India",638502,10330.4,2,6.74,2
P0045,W160,"42/39, Bassi Road, Barauli Rustampur, SAMBHAL, Uttar Pradesh, 244412, India",244412,9328.92,3,160.59,5
P0128,W011,"35, Pall Marg, Chachrari, JALANDHAR, Punjab, 144409, India",144409,6264.07,2,127.08,4
P0412,W171,"94/63, Basak, Sikindlapur, SIDDIPET, Telangana, 502267, India",502267,11741.84,2,139.74,5
P0179,W075,"35, Pall Marg, Chachrari, JALANDHAR, Punjab, 144409, India",144409,11512.84,2,92.19,4
P0076,W131,"39/069, Bora Ganj, Tariniposi, DHENKANAL, Odisha, 759028, India",759028,1184.02,0,34.11,5
P0092,W145,"66/29, Bhavsar Street, Sawasijageer, RAJGARH, Madhya Pradesh, 465669, India",465669,13421.43,0,89.26,5
P0190,W194,"697, Hayre Ganj, Bagda, PURULIYA, West Bengal, 723151, India",723151,4979.8,1,180.07,3
P0275,W099,"H.No. 83, Yogi Marg, Sirsam, PARBHANI, Maharashtra, 431536, India",431536,5893.23,2,19.02,1
P0044,W045,"12, Chaudhuri Marg, Jakanur, BAGALKOT, Karnataka, 587201, India",587201,14330.58,3,76.39,5
P0243,W162,"72, Shanker Street, Valagota, DAHOD, Gujarat, 389130, India",389130,4282.15,2,209.28,1
P0094,W153,"99/279, Soni Ganj, Kakching Khunou, Thoubal, Manipur, 795103, India",795103,4813.34,4,197.83,5
P0074,W114,"H.No. 802, Johal Marg, Kakauli, FAIZABAD, Uttar Pradesh, 224195, India",224195,11560.75,0,45.59,5
P0002,W010,"H.No. 919, Pant Street, Amrail, SOUTH DINAJPUR, West Bengal, 733103, India",733103,2710.71,4,164.67,4
P0416,W033,"23/888, Shah Marg, Bakuchi, DEORIA, Uttar Pradesh, 274808, India",274808,11550.36,1,122.75,5
P0074,W117,"27/791, Saini, Kailasanadu, IDUKKI, Kerala, 685553, India",685553,11624.76,3,97.7,3
P0168,W120,"48, Kohli Ganj, Kavalande S.O, Mysuru, Karnataka, 571312, India",571312,3284.14,3,117.38,4
P0129,W126,"74/087, Oommen Zila, Kashipuri Bhilwara S.O, BHILWARA, Rajasthan, 311001, India",311001,267.91,3,69.92,4
P0125,W028,"27, Prashad Street, Masinagudi S.O, NILGIRIS, Tamil Nadu, 643223, India",643223,1530.68,3,87.41,4
P0227,W051,"H.No. 79, Sathe Path, Machapur, SIDDIPET, Telangana, 531149, India",531149,9086.03,3,108.0,3
P0448,W169,"H.No. 181, Sheth Path, MADHAPUR, NIZAMABAD, Telangana, 503213, India",503213,13806.7,1,130.91,1
P0397,W183,"39/069, Bora Ganj, Tariniposi, DHENKANAL, Odisha, 759028, India",759028,6034.08,2,204.27,1
P0433,W180,"77/50, Rama Chowk, Karikadu, NELLORE, Andhra Pradesh, 524403, India",524403,7750.88,4,295.67,5
P0021,W023,"H.No. 26, Oza Nagar, Khajuri Akbarpur, SAHARANPUR, Uttar Pradesh, 247669, India",247669,4459.94,2,587.04,4
P0156,W083,"H.No. 228, Shan, Basuki Bihari, MADHUBANI, Bihar, 847305, India",847305,6407.91,4,119.54,3
P0341,W027,"81, Luthra Ganj, Sikri Khurd, HAPUR, Uttar Pradesh, 201204, India",201204,3402.66,1,59.99,1
P0015,W189,"H.No. 711, Bora Circle, Gunnaur, AMETHI, Uttar Pradesh, 227807, India",227807,7310.55,4,415.05,2
P0476,W070,"H.No. 19, Nayar Zila, Hasur Dumala, Kolhapur, Maharashtra, 416001, India",416001,8950.84,2,115.61,2
P0098,W032,"H.No. 756, Tella Nagar, Gedi, KACHCHH, Gujarat, 370165, India",370165,5191.19,3,175.06,2
P0125,W165,"290, Gokhale Ganj, Kalyan Sukha, BATHINDA, Punjab, 151102, India",151102,1667.79,3,209.54,4
P0085,W041,"H.No. 45, Sidhu Circle, Kota Sirlam, VIZIANAGARAM, Andhra Pradesh, 535579, India",535579,6299.28,1,20.27,5
P0330,W138,"38/822, Pathak, Bagriawas, SIKAR, Rajasthan, 332715, India",332715,14906.33,2,45.13,4
P0224,W158,"35/29, Sabharwal Ganj, Darima, DARBHANGA, Bihar, 847121, India",847121,2879.8,3,29.45,1
P0222,W065,"H.No. 19, Nayar Zila, Hasur Dumala, Kolhapur, Maharashtra, 416001, India",416001,3928.86,3,32.67,3
P0015,W003,"861, Sha, Shyamo, AGRA, Uttar Pradesh, 283125, India",283125,7254.5,4,359.05,3
P0187,W183,"536, Lal Road, Korion, KAUSHAMBI, Uttar Pradesh, 212205, India",212205,2568.79,3,166.56,4
P0430,W154,"06/21, Chanda Street, Jangle Agahi, GORAKHPUR, Uttar Pradesh, 273165, India",273165,6361.85,1,112.2,1
P0073,W048,"448, Chauhan Chowk, Nagansur S.O, SOLAPUR, Maharashtra, 413227, India",413227,9646.73,3,266.24,1
P0231,W186,"H.No. 97, Narayan Ganj, Jalbhari, LAKHIMPUR, Assam, 787055, India",787055,11598.28,1,21.83,2
P0217,W099,"586, Shroff Marg, Nasrapur S.O, PUNE, Maharashtra, 412213, India",412213,8968.59,2,23.49,1
P0012,W028,"631, Dugar Circle, Sasaur, SHEIKHPURA, Bihar, 811102, India",811102,6432.85,4,278.69,4
P0078,W027,"H.No. 711, Bora Circle, Gunnaur, AMETHI, Uttar Pradesh, 227807, India",227807,8409.01,2,20.41,3
P0375,W031,"87/60, Bir Road, Gambirpur, JAGTIAL, Telangana, 505306, India",505306,1105.09,2,138.67,1
P0039,W056,"H.No. 613, Khosla Chowk, Pachaun, HATHRAS, Uttar Pradesh, 204211, India",204211,6511.23,3,421.35,5
P0495,W109,"21/630, Bhatnagar Zila, Beraja, DEVBHOOMI DWERKA, Gujarat, 361305, India",361305,3889.73,2,18.42,2
P0035,W053,"H.No. 375, Doctor Street, Pattipulam, KANCHIPURAM, Tamil Nadu, 603104, India",603104,6943.1,3,34.05,4
P0351,W139,"H.No. 17, Ben Nagar, Sarav, NAVSARI, Gujarat, 396406, India",396406,1286.79,0,166.94,1
P0011,W158,"621, Devi Road, Kantifalia, SURAT, Gujarat, 394340, India",394340,1994.31,2,349.82,4
P0059,W156,"96/980, Bhatt Street, Dahiwal, Malegaon, Maharashtra, 423105, India",423105,12158.87,0,66.5,3
P0484,W129,"51/19, De Chowk, Airoor, ERNAKULAM, Kerala, 683579, India",683579,4766.77,2,204.46,2
P0395,W138,"H.No. 183, Peri Road, Jhokar, SHAJAPUR, Madhya Pradesh, 465106, India",465106,13431.33,0,18.32,3
P0102,W053,"35, Pall Marg, Chachrari, JALANDHAR, Punjab, 144409, India",144409,4202.13,4,383.48,3
P0395,W074,"H.No. 169, Shanker Path, Tagadi, AHMEDABAD, Gujarat, 382250, India",382250,13413.31,2,9.88,4
P0040,W130,"H.No. 13, Rajagopalan Circle, Chemuduguda, VIZIANAGARAM, Andhra Pradesh, 535523, India",535523,11076.97,3,0.75,2
P0082,W141,"299, Sarna Street, Penchara Deuli, BANKURA, West Bengal, 722150, India",722150,997.15,0,165.36,4
P0187,W081,"H.No. 613, Khosla Chowk, Pachaun, HATHRAS, Uttar Pradesh, 204211, India",204211,2451.59,1,50.39,4
P0299,W058,"05/142, Saran Path, Dighaldori, NAGAON, Assam, 782103, India",782103,9018.0,0,78.92,4
P0280,W199,"H.No. 52, Pandey Chowk, Pardi KH, NANDED, Maharashtra, 431810, India",431810,5993.01,2,80.55,1
P0460,W030,"H.No. 129, Kannan Marg, Sangampalayam, DINDIGUL, Tamil Nadu, 624617, India",624617,11121.61,0,199.04,2
P0476,W093,"H.No. 025, Seth Road, Mutkallipur, AZAMGARH, Uttar Pradesh, 276288, India",276288,8849.73,2,21.96,3
P0115,W113,"01/54, Mittal Zila, Jamble, Chikkamagaluru, Karnataka, 577124, India",577124,4688.15,2,105.15,2
P0114,W115,"77, Amble Road, Mysore Mala, KOZHIKODE, Kerala, 673602, India",673602,10431.17,3,102.91,2
P0044,W123,"35/509, Vyas Road, Mohanbati, NORTH DINAJPUR, West Bengal, 733134, India",733134,14404.89,2,145.48,2
P0128,W031,"H.No. 802, Johal Marg, Kakauli, FAIZABAD, Uttar Pradesh, 224195, India",224195,6242.56,3,85.08,4
P0342,W111,"69, Nayar Path, Kodaparthi, NAGAR KURNOOL, Telangana, 509406, India",509406,609.58,1,291.88,4
P0361,W005,"94, Bhatnagar Chowk, Badwasa, BANSWARA, Rajasthan, 327801, India",327801,1628.06,0,99.2,4
P0466,W114,"H.No. 60, Peri Ganj, Bharsoi, KHAGARIA, Bihar, 851216, India",851216,9350.62,5,511.34,1
P0455,W144,"536, Lal Road, Korion, KAUSHAMBI, Uttar Pradesh, 212205, India",212205,10172.01,3,116.53,5
P0315,W200,"55/44, Buch, Sherpura, PANCH MAHALS, Gujarat, 389341, India",389341,13287.91,4,270.41,5
P0465,W130,"74/51, Chandran Street, Kabilpur, BIRBHUM, West Bengal, 731132, India",731132,1447.11,0,99.19,3
P0098,W174,"H.No. 455, Dube Path, Holebenavalli, SHIVAMOGGA, Karnataka, 577222, India",577222,5205.28,2,179.39,5
P0060,W139,"33/84, Modi, Malkheda, NEEMUCH, Madhya Pradesh, 458441, India",458441,13072.87,1,218.63,5
P0352,W047,"H.No. 169, Shanker Path, Tagadi, AHMEDABAD, Gujarat, 382250, India",382250,10937.34,3,183.87,2
P0054,W147,"H.No. 57, Hayer Circle, Monteswar, BARDHAMAN, West Bengal, 713145, India",713145,11544.71,2,74.53,1
P0439,W076,"H.No. 181, Sheth Path, MADHAPUR, NIZAMABAD, Telangana, 503213, India",503213,10617.57,0,36.57,1
P0307,W055,"94/048, Kata Ganj, Som, UDAIPUR, Rajasthan, 313701, India",313701,9342.66,1,13.44,5
P0441,W101,"H.No. 549, Lal Nagar, Parvathipuram S.O, TIRUCHIRAPPALLI, Tamil Nadu, 621211, India",621211,499.05,2,222.97,5
P0094,W176,"H.No. 403, Tiwari Zila, Jyothinagar NTPC S.O, PEDDAPALLI, Telangana, 505215, India",505215,4684.2,1,76.82,5
P0295,W056,"H.No. 36, Sankar Ganj, Thogurai, PEDDAPALLI, Telangana, 505185, India",505185,6844.8,2,286.94,5
P0291,W146,"24/95, Bahl Nagar, Mallickpada, BOUDH, Odisha, 762020, India",762020,11302.8,3,264.57,1
P0143,W028,"13/09, Comar Street, Khuntamodi, NANDURBAR, Maharashtra, 425414, India",425414,13866.61,1,70.76,3
P0359,W126,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,7000.24,3,45.15,2
P0064,W181,"26/477, Narayan, Dharamaganj, ARARIA, Bihar, 854333, India",854333,705.7,1,150.71,5
P0018,W044,"H.No. 719, Dara Zila, Dona, NAWADA, Bihar, 805103, India",805103,11852.38,2,104.78,4
P0286,W096,"H.No. 224, Sangha Chowk, Sav, RAIGARH, Maharashtra, 402301, India",402301,5820.41,1,27.88,3
P0211,W071,"79/981, Master Zila, Wari, AKOLA, Maharashtra, 444103, India",444103,3477.0,0,29.03,2
P0221,W067,"96, Padmanabhan Street, Bargaon, NAGAON, Assam, 782425, India",782425,8324.97,3,267.41,4
P0368,W063,"85/34, Sama Street, Ayanthiruvaleeswaram, TIRUNELVELI, Tamil Nadu, 627418, India",627418,4697.8,3,102.01,5
P0223,W174,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,9285.93,4,336.18,3
P0387,W157,"H.No. 600, Mander Marg, Kusauri, BALLIA, Uttar Pradesh, 277209, India",277209,9119.34,1,25.74,5
P0471,W098,"H.No. 632, Lal Circle, Anghora, KATNI, Madhya Pradesh, 483336, India",483336,6486.52,1,124.78,2
P0366,W099,"61/22, Dhillon Street, Bhuradev, SAHARANPUR, Uttar Pradesh, 247121, India",247121,13277.14,2,126.93,3
P0397,W045,"42/14, Sheth Road, Sector 30 Noida, GAUTAM BUDDHA NAGAR, Uttar Pradesh, 201303, India",201303,6076.07,1,247.72,2
P0342,W191,"33/66, Parekh Street, Gaus Ganj, HARDOI, Uttar Pradesh, 241305, India",241305,550.23,1,208.81,1
P0240,W081,"H.No. 228, Shan, Basuki Bihari, MADHUBANI, Bihar, 847305, India",847305,2974.9,4,344.08,3
P0356,W095,"17/14, Goda Marg, Khamboli, PUNE, Maharashtra, 412115, India",412115,14230.21,3,138.37,2
P0152,W151,"H.No. 719, Dara Zila, Dona, NAWADA, Bihar, 805103, India",805103,7489.16,0,144.8,2
P0191,W151,"H.No. 321, Dora Street, Surhali, DINDORI, Madhya Pradesh, 481672, India",481672,8522.8,0,86.84,5
P0458,W071,"69/37, Johal, Sibasthan, NAGAON, Assam, 782140, India",782140,10378.3,4,324.73,1
P0093,W114,"H.No. 52, Pandey Chowk, Pardi KH, NANDED, Maharashtra, 431810, India",431810,14681.67,0,96.26,1
P0161,W132,"79/918, Murty Chowk, Umara, AKOLA, Maharashtra, 444101, India",444101,9938.77,2,258.14,2
P0240,W110,"13/09, Comar Street, Khuntamodi, NANDURBAR, Maharashtra, 425414, India",425414,2676.76,2,65.11,1
P0028,W102,"018, Sura Zila, Hariharpur, HARDOI, Uttar Pradesh, 241404, India",241404,2940.43,1,126.61,3
P0471,W191,"H.No. 622, Gupta Circle, Khatlabana, SRI GANGANAGAR, Rajasthan, 335001, India",335001,6423.78,0,61.01,1
P0366,W038,"H.No. 79, Sathe Path, Machapur, SIDDIPET, Telangana, 531149, India",531149,13295.33,3,158.35,4
P0124,W005,"79/654, Chakraborty, Chandipur, JHALAWAR, Rajasthan, 326037, India",326037,2792.31,3,70.45,4
P0319,W092,"H.No. 883, Gulati Street, Bandapalle, Chittoor, Andhra Pradesh, 517127, India",517127,4405.74,0,59.29,3
P0468,W009,"58/22, Hora, Karelibaug, VADODARA, Gujarat, 390018, India",390018,1096.53,3,40.54,3
P0202,W008,"328, Lad Chowk, Purseni, LUCKNOW, Uttar Pradesh, 226301, India",226301,2944.07,1,76.28,5
P0293,W177,"39, Karnik Marg, Nemmini, THRISSUR, Kerala, 680104, India",680104,3907.09,3,37.25,2
P0496,W114,"09/61, Sodhi Ganj, Hirapura (Sabalgarh), MORENA, Madhya Pradesh, 476229, India",476229,2396.08,0,77.16,1
P0059,W031,"312, Goyal Path, Belagavi, SHIVAMOGGA, Karnataka, 577428, India",577428,12283.08,0,157.68,2
P0145,W144,"247, Mallick Nagar, Sadikapur, SITAPUR, Uttar Pradesh, 261141, India",261141,9218.9,1,85.93,2
P0458,W197,"H.No. 74, Chahal Marg, Parakhowa Bazar, KARBI ANGLONG, Assam, 782441, India",782441,10415.68,2,380.46,5
P0446,W178,"70/958, Konda Street, Kolwara, MUZAFFARPUR, Bihar, 843123, India",843123,10477.04,3,72.43,3
P0111,W175,"42/14, Sheth Road, Sector 30 Noida, GAUTAM BUDDHA NAGAR, Uttar Pradesh, 201303, India",201303,8809.71,4,165.94,4
P0166,W123,"328, Lad Chowk, Purseni, LUCKNOW, Uttar Pradesh, 226301, India",226301,12010.43,2,306.35,1
P0409,W071,"85, Chandra Chowk, Chhitanpur, SIWAN, Bihar, 841245, India",841245,13886.48,1,334.63,4
P0306,W073,"H.No. 224, Sangha Chowk, Sav, RAIGARH, Maharashtra, 402301, India",402301,14415.12,2,73.31,1
P0189,W014,"05/142, Saran Path, Dighaldori, NAGAON, Assam, 782103, India",782103,8393.59,2,221.35,1
P0179,W120,"328, Lad Chowk, Purseni, LUCKNOW, Uttar Pradesh, 226301, India",226301,11708.41,3,274.46,5
P0478,W094,"H.No. 632, Lal Circle, Anghora, KATNI, Madhya Pradesh, 483336, India",483336,11403.7,1,210.8,4
P0478,W094,"33/84, Modi, Malkheda, NEEMUCH, Madhya Pradesh, 458441, India",458441,11392.14,2,198.13,1
P0357,W044,"11/673, Warrior Marg, Chinnaboinapalli, Parkal, Telangana, 506165, India",506165,10098.73,1,45.85,3
P0295,W158,"316, Gopal Nagar, Ullodu, CHIKKABALLAPUR, Karnataka, 561209, India",561209,6731.75,2,146.35,2
P0184,W155,"33/84, Modi, Malkheda, NEEMUCH, Madhya Pradesh, 458441, India",458441,8014.17,3,306.84,3
P0060,W078,"48/642, Modi Circle, Akulatampara, SRIKAKULAM, Andhra Pradesh, 532459, India",532459,12937.41,2,97.56,5
P0180,W026,"H.No. 181, Sheth Path, MADHAPUR, NIZAMABAD, Telangana, 503213, India",503213,10374.27,1,186.46,3
P0176,W100,"H.No. 83, Yogi Marg, Sirsam, PARBHANI, Maharashtra, 431536, India",431536,699.59,0,26.78,5
P0264,W164,"H.No. 84, Ben Street, Krovvidi, West Godavari, Andhra Pradesh, 534198, India",534198,4317.12,0,58.72,2
P0015,W137,"H.No. 025, Seth Road, Mutkallipur, AZAMGARH, Uttar Pradesh, 276288, India",276288,6944.88,3,68.02,5
P0375,W010,"H.No. 41, Sarkar Street, Erdandi, JAGTIAL, Telangana, 505450, India",505450,1022.19,2,60.24,2
P0274,W094,"H.No. 694, Shanker Circle, Sarsu, NAWADA, Bihar, 805109, India",805109,12979.39,2,29.99,5
P0420,W055,"74/30, Dada Chowk, Chandraspalli, MAHABUB NAGAR, Telangana, 509371, India",509371,8427.56,0,117.89,4
P0382,W125,"H.No. 41, Sarkar Street, Erdandi, JAGTIAL, Telangana, 505450, India",505450,2452.9,1,1.48,3
P0321,W098,"48/130, Sengupta Marg, Haridaspur, AMBEDKAR NAGAR, Uttar Pradesh, 224143, India",224143,11611.09,3,74.37,2
P0264,W029,"17/14, Goda Marg, Khamboli, PUNE, Maharashtra, 412115, India",412115,4249.84,0,6.96,5
P0147,W192,"25/793, Hegde Road, IAF, AGRA, Uttar Pradesh, 282008, India",282008,10672.89,4,463.57,4
P0080,W157,"754, Lanka Nagar, Budhma, MADHEPURA, Bihar, 852114, India",852114,9587.93,2,333.49,4
P0083,W177,"35/29, Sabharwal Ganj, Darima, DARBHANGA, Bihar, 847121, India",847121,3389.56,2,42.73,3
P0034,W147,"48, Kohli Ganj, Kavalande S.O, Mysuru, Karnataka, 571312, India",571312,15010.34,2,17.7,3
P0105,W011,"H.No. 84, Ben Street, Krovvidi, West Godavari, Andhra Pradesh, 534198, India",534198,4289.32,0,48.52,1
P0014,W194,"25/26, Rana Nagar, Kakari Project, SONBHADRA, Uttar Pradesh, 231224, India",231224,11298.23,3,86.92,3
P0267,W167,"H.No. 035, Kakar, Hosur(SWP), HASSAN, Karnataka, 573137, India",573137,4149.44,1,214.42,5
P0355,W191,"23/888, Shah Marg, Bakuchi, DEORIA, Uttar Pradesh, 274808, India",274808,11371.84,0,149.84,4
P0481,W131,"74/087, Oommen Zila, Kashipuri Bhilwara S.O, BHILWARA, Rajasthan, 311001, India",311001,8137.47,2,254.2,3
P0065,W095,"H.No. 92, Rao Street, Tiruvannamalai RS, TIRUVANNAMALAI, Tamil Nadu, 606601, India",606601,13500.87,1,14.12,5
P0487,W045,"H.No. 902, Rattan Circle, Dichpalli, NIZAMABAD, Telangana, 503175, India",503175,9781.99,2,4.72,5
P0426,W127,"23/95, Dar Ganj, Sekkanur, VELLORE, Tamil Nadu, 632105, India",632105,3580.82,3,193.96,2
P0289,W110,"951, Lala Zila, Vedaraplavu, ALAPPUZHA, Kerala, 690505, India",690505,14251.75,3,317.75,4
P0072,W106,"51/101, Sinha Path, Bandepalli, NELLORE, Andhra Pradesh, 524405, India",524405,5471.72,2,84.55,1
P0045,W160,"29/641, Mitter Path, Sujanpur SO Gurdaspur, PATHANKOT, Punjab, 145023, India",145023,9358.29,2,157.38,4
P0217,W132,"42/14, Sheth Road, Sector 30 Noida, GAUTAM BUDDHA NAGAR, Uttar Pradesh, 201303, India",201303,9392.36,3,431.9,5
P0282,W162,"09, Badal Circle, Chikliguri, JALPAIGURI, West Bengal, 736202, India",736202,1183.66,0,94.86,5
P0470,W097,"H.No. 09, Deshmukh Zila, Nikaspur Nisfi, SAMASTIPUR, Bihar, 848121, India",848121,10943.59,4,407.69,4
P0221,W180,"H.No. 808, Mital Circle, Kinthalli, VISAKHAPATNAM, Andhra Pradesh, 531027, India",531027,8185.26,4,145.64,4
P0236,W059,"39, Karnik Marg, Nemmini, THRISSUR, Kerala, 680104, India",680104,3385.47,2,319.26,4
P0247,W011,"018, Sura Zila, Hariharpur, HARDOI, Uttar Pradesh, 241404, India",241404,8192.53,3,163.85,5
P0172,W154,"64/250, Vasa Marg, Mamidikuduru, East Godavari, Andhra Pradesh, 533247, India",533247,2022.77,0,68.2,3
P0341,W133,"00, Narayan Path, Arjunpura, AJMER, Rajasthan, 305203, India",305203,3470.9,2,127.19,5
P0402,W182,"H.No. 49, Krish Street, Kumbhariya, AMRELI, Gujarat, 365555, India",365555,3220.83,2,13.4,4
P0193,W200,"25/26, Rana Nagar, Kakari Project, SONBHADRA, Uttar Pradesh, 231224, India",231224,2332.42,3,318.77,1
P0152,W039,"13, Date Ganj, Krishnapur, WEST MIDNAPORE, West Bengal, 721127, India",721127,7309.41,2,0.1,2
P0378,W188,"13, Kannan Marg, Bhawaniganj Kota, PRATAPGARH, Uttar Pradesh, 230143, India",230143,7505.15,1,112.44,3
P0284,W119,"148, Sama Marg, Malabad, BELAGAVI, Karnataka, 591212, India",591212,12986.45,0,38.33,4
P0188,W193,"66/29, Bhavsar Street, Sawasijageer, RAJGARH, Madhya Pradesh, 465669, India",465669,12068.51,2,253.89,1
P0226,W133,"H.No. 37, Prakash Ganj, Gauria Kalan, SITAPUR, Uttar Pradesh, 261125, India",261125,5290.87,2,85.18,3
P0316,W156,"13/800, Dass Nagar, Thippanapalli, ANANTHAPUR, Andhra Pradesh, 515767, India",515767,5681.17,2,14.35,1
